neighbourhood,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Entire home/apt,room_type_Private room,room_type_Shared room
Bedford-Stuyvesant,46.0,14.0,0.0,0.0,1.0,37.0,0,1,0,0,0,0,1,0
Theater District,343.0,30.0,0.0,0.0,232.0,311.0,0,0,1,0,0,1,0,0
Ridgewood,80.0,2.0,9.0,3.1,1.0,53.0,0,0,0,1,0,0,1,0
Williamsburg,150.0,7.0,0.0,0.0,1.0,129.0,0,1,0,0,0,1,0,0
Harlem,75.0,4.0,5.0,2.31,1.0,80.0,0,0,1,0,0,0,1,0
Lower East Side,86.0,1.0,7.0,2.84,10.0,115.0,0,0,1,0,0,0,1,0
Williamsburg,319.0,2.0,5.0,1.9,1.0,47.0,0,1,0,0,0,1,0,0
Bedford-Stuyvesant,100.0,1.0,1.0,0.39,6.0,356.0,0,1,0,0,0,0,1,0
Williamsburg,260.0,1.0,24.0,6.43,1.0,45.0,0,1,0,0,0,1,0,0
East Harlem,70.0,2.0,3.0,0.84,3.0,10.0,0,0,1,0,0,0,1,0
Morningside Heights,100.0,2.0,16.0,4.57,1.0,38.0,0,0,1,0,0,0,1,0
Bushwick,64.0,30.0,0.0,0.0,14.0,364.0,0,1,0,0,0,0,1,0
Harlem,50.0,3.0,4.0,1.97,1.0,9.0,0,0,1,0,0,0,1,0
Bedford-Stuyvesant,65.0,2.0,7.0,2.02,7.0,272.0,0,1,0,0,0,0,1,0
Bedford-Stuyvesant,65.0,2.0,4.0,1.32,7.0,347.0,0,1,0,0,0,0,1,0
Upper East Side,117.0,30.0,0.0,0.0,91.0,311.0,0,0,1,0,0,1,0,0
Woodside,125.0,1.0,14.0,3.68,1.0,288.0,0,0,0,1,0,1,0,0
East Village,249.0,3.0,10.0,3.45,1.0,91.0,0,0,1,0,0,0,1,0
Hell's Kitchen,93.0,1.0,1.0,0.75,1.0,0.0,0,0,1,0,0,0,1,0
Bedford-Stuyvesant,400.0,2.0,13.0,5.34,1.0,278.0,0,1,0,0,0,1,0,0
Park Slope,135.0,5.0,5.0,1.81,1.0,318.0,0,1,0,0,0,1,0,0
Kips Bay,150.0,1.0,22.0,7.02,1.0,29.0,0,0,1,0,0,1,0,0
Harlem,50.0,4.0,15.0,4.55,1.0,4.0,0,0,1,0,0,0,1,0
Sunnyside,100.0,6.0,0.0,0.0,1.0,10.0,0,0,0,1,0,1,0,0
Upper West Side,250.0,2.0,6.0,1.59,1.0,21.0,0,0,1,0,0,1,0,0
Crown Heights,100.0,3.0,5.0,2.03,4.0,250.0,0,1,0,0,0,1,0,0
East Village,168.0,3.0,20.0,5.22,1.0,30.0,0,0,1,0,0,1,0,0
Bedford-Stuyvesant,40.0,2.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0
Upper West Side,82.0,1.0,7.0,2.44,1.0,178.0,0,0,1,0,0,0,1,0
Vinegar Hill,85.0,2.0,10.0,4.05,1.0,1.0,0,1,0,0,0,0,1,0
Hell's Kitchen,160.0,3.0,8.0,2.58,1.0,1.0,0,0,1,0,0,1,0,0
Roosevelt Island,160.0,4.0,9.0,3.38,1.0,33.0,0,0,1,0,0,1,0,0
Lower East Side,72.0,5.0,17.0,5.0,1.0,49.0,0,0,1,0,0,0,1,0
Bedford-Stuyvesant,150.0,3.0,15.0,4.89,1.0,75.0,0,1,0,0,0,1,0,0
Roosevelt Island,80.0,6.0,3.0,1.25,2.0,260.0,0,0,1,0,0,0,1,0
Flushing,60.0,1.0,13.0,4.94,6.0,125.0,0,0,0,1,0,0,1,0
Bedford-Stuyvesant,80.0,2.0,3.0,3.0,1.0,83.0,0,1,0,0,0,0,1,0
Harlem,150.0,3.0,6.0,1.59,1.0,10.0,0,0,1,0,0,1,0,0
Two Bridges,250.0,3.0,0.0,0.0,3.0,0.0,0,0,1,0,0,1,0,0
Flatbush,45.0,2.0,8.0,3.0,1.0,109.0,0,1,0,0,0,0,1,0
Bushwick,35.0,30.0,1.0,0.26,14.0,341.0,0,1,0,0,0,0,0,1
Rockaway Beach,50.0,1.0,1.0,0.67,1.0,179.0,0,0,0,1,0,0,1,0
Elmhurst,443.0,1.0,0.0,0.0,1.0,365.0,0,0,0,1,0,0,1,0
Financial District,195.0,30.0,17.0,5.1,1.0,203.0,0,0,1,0,0,1,0,0
Chelsea,83.0,1.0,1.0,0.33,2.0,0.0,0,0,1,0,0,0,1,0
Clinton Hill,50.0,10.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
East Elmhurst,70.0,1.0,1.0,0.41,1.0,89.0,0,0,0,1,0,0,0,1
Midtown,260.0,30.0,1.0,0.46,96.0,343.0,0,0,1,0,0,1,0,0
Midtown,175.0,30.0,0.0,0.0,96.0,342.0,0,0,1,0,0,1,0,0
Bushwick,42.0,2.0,0.0,0.0,2.0,311.0,0,1,0,0,0,0,1,0
Financial District,520.0,2.0,6.0,2.43,327.0,262.0,0,0,1,0,0,1,0,0
Williamsburg,300.0,3.0,2.0,0.98,1.0,59.0,0,1,0,0,0,1,0,0
Hell's Kitchen,250.0,30.0,0.0,0.0,96.0,303.0,0,0,1,0,0,1,0,0
Murray Hill,175.0,3.0,4.0,1.52,1.0,270.0,0,0,1,0,0,1,0,0
Midtown,170.0,30.0,1.0,0.51,96.0,345.0,0,0,1,0,0,1,0,0
Bushwick,42.0,2.0,0.0,0.0,2.0,125.0,0,1,0,0,0,0,1,0
Harlem,73.0,2.0,14.0,3.72,2.0,35.0,0,0,1,0,0,0,1,0
Lower East Side,95.0,5.0,7.0,2.28,1.0,118.0,0,0,1,0,0,0,1,0
Middle Village,100.0,30.0,1.0,0.77,1.0,323.0,0,0,0,1,0,1,0,0
Murray Hill,160.0,2.0,11.0,4.34,1.0,90.0,0,0,1,0,0,1,0,0
Bushwick,45.0,1.0,24.0,6.61,1.0,167.0,0,1,0,0,0,0,1,0
Crown Heights,250.0,3.0,0.0,0.0,1.0,365.0,0,1,0,0,0,1,0,0
Bedford-Stuyvesant,60.0,4.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
Kips Bay,35.0,2.0,2.0,0.57,2.0,353.0,0,0,1,0,0,0,0,1
Bedford-Stuyvesant,160.0,2.0,15.0,6.72,1.0,71.0,0,1,0,0,0,1,0,0
Astoria,69.0,3.0,0.0,0.0,1.0,73.0,0,0,0,1,0,0,1,0
Bushwick,35.0,30.0,1.0,0.35,14.0,341.0,0,1,0,0,0,0,0,1
Bushwick,49.0,2.0,6.0,1.62,1.0,0.0,0,1,0,0,0,0,1,0
Bedford-Stuyvesant,110.0,4.0,13.0,3.71,1.0,161.0,0,1,0,0,0,1,0,0
Williamsburg,94.0,3.0,4.0,1.32,1.0,31.0,0,1,0,0,0,1,0,0
East Village,82.0,30.0,0.0,0.0,8.0,365.0,0,0,1,0,0,0,1,0
Bushwick,35.0,30.0,0.0,0.0,14.0,341.0,0,1,0,0,0,0,0,1
Midtown,299.0,3.0,8.0,2.89,1.0,306.0,0,0,1,0,0,1,0,0
Greenwich Village,120.0,1.0,7.0,1.96,1.0,13.0,0,0,1,0,0,0,1,0
Midtown,382.0,3.0,0.0,0.0,1.0,201.0,0,0,1,0,0,0,1,0
West Village,204.0,4.0,3.0,1.36,1.0,6.0,0,0,1,0,0,1,0,0
St. Albans,55.0,1.0,12.0,3.13,3.0,180.0,0,0,0,1,0,0,1,0
Ditmars Steinway,52.0,1.0,5.0,1.6,2.0,188.0,0,0,0,1,0,0,1,0
Grymes Hill,300.0,5.0,1.0,0.58,1.0,174.0,0,0,0,0,1,1,0,0
Midtown,388.0,3.0,13.0,3.61,1.0,246.0,0,0,1,0,0,1,0,0
Clinton Hill,40.0,6.0,1.0,0.31,1.0,17.0,0,1,0,0,0,0,1,0
Financial District,195.0,2.0,12.0,3.87,1.0,24.0,0,0,1,0,0,1,0,0
Bushwick,40.0,5.0,1.0,0.36,1.0,364.0,0,1,0,0,0,0,1,0
Upper East Side,109.0,4.0,0.0,0.0,1.0,101.0,0,0,1,0,0,0,1,0
West Village,400.0,2.0,1.0,0.65,5.0,102.0,0,0,1,0,0,1,0,0
Jamaica,45.0,1.0,9.0,2.67,2.0,113.0,0,0,0,1,0,0,1,0
Bushwick,35.0,30.0,0.0,0.0,14.0,333.0,0,1,0,0,0,0,0,1
Upper West Side,70.0,15.0,0.0,0.0,12.0,153.0,0,0,1,0,0,0,1,0
Upper West Side,70.0,21.0,1.0,0.86,12.0,119.0,0,0,1,0,0,0,1,0
Sunnyside,130.0,13.0,0.0,0.0,1.0,0.0,0,0,0,1,0,1,0,0
Rego Park,70.0,4.0,0.0,0.0,1.0,365.0,0,0,0,1,0,0,1,0
Upper East Side,99.0,10.0,2.0,0.59,1.0,188.0,0,0,1,0,0,1,0,0
Bushwick,75.0,1.0,0.0,0.0,1.0,83.0,0,1,0,0,0,0,1,0
Mount Hope,24.0,2.0,2.0,0.68,1.0,0.0,1,0,0,0,0,0,1,0
East Village,220.0,4.0,1.0,0.26,1.0,1.0,0,0,1,0,0,1,0,0
Flatbush,50.0,2.0,6.0,1.78,1.0,2.0,0,1,0,0,0,0,1,0
Flushing,39.0,1.0,27.0,8.62,6.0,133.0,0,0,0,1,0,0,1,0
Chelsea,175.0,4.0,3.0,1.11,1.0,15.0,0,0,1,0,0,1,0,0
Harlem,70.0,1.0,4.0,1.14,9.0,260.0,0,0,1,0,0,0,1,0
East Village,350.0,3.0,1.0,0.7,1.0,66.0,0,0,1,0,0,1,0,0
East Village,120.0,4.0,1.0,0.26,1.0,0.0,0,0,1,0,0,1,0,0
Lower East Side,129.0,3.0,12.0,3.53,1.0,85.0,0,0,1,0,0,0,1,0
Woodside,50.0,2.0,1.0,0.51,2.0,262.0,0,0,0,1,0,0,1,0
Woodlawn,35.0,2.0,18.0,5.35,1.0,51.0,1,0,0,0,0,1,0,0
Clinton Hill,45.0,1.0,4.0,1.88,2.0,135.0,0,1,0,0,0,0,1,0
Upper West Side,82.0,2.0,26.0,7.29,3.0,288.0,0,0,1,0,0,0,1,0
West Village,180.0,3.0,1.0,0.51,2.0,123.0,0,0,1,0,0,0,1,0
Bayside,55.0,2.0,37.0,10.37,1.0,6.0,0,0,0,1,0,1,0,0
Astoria,65.0,3.0,8.0,3.48,1.0,71.0,0,0,0,1,0,0,1,0
Lower East Side,84.0,2.0,18.0,5.35,1.0,21.0,0,0,1,0,0,0,1,0
Chinatown,150.0,4.0,8.0,2.38,1.0,255.0,0,0,1,0,0,1,0,0
St. Albans,55.0,1.0,16.0,4.21,3.0,269.0,0,0,0,1,0,0,1,0
Rosedale,70.0,1.0,3.0,1.11,2.0,180.0,0,0,0,1,0,0,1,0
Bushwick,78.0,3.0,0.0,0.0,1.0,105.0,0,1,0,0,0,0,1,0
Harlem,148.0,2.0,8.0,2.82,1.0,334.0,0,0,1,0,0,1,0,0
Hell's Kitchen,350.0,1.0,0.0,0.0,1.0,89.0,0,0,1,0,0,0,1,0
Williamsburg,285.0,3.0,3.0,3.0,4.0,16.0,0,1,0,0,0,1,0,0
Inwood,129.0,2.0,0.0,0.0,1.0,65.0,0,0,1,0,0,1,0,0
Upper East Side,370.0,5.0,0.0,0.0,1.0,15.0,0,0,1,0,0,1,0,0
East Village,150.0,2.0,5.0,1.33,1.0,4.0,0,0,1,0,0,1,0,0
Harlem,85.0,4.0,3.0,1.13,1.0,6.0,0,0,1,0,0,1,0,0
Prospect-Lefferts Gardens,75.0,2.0,12.0,3.56,1.0,8.0,0,1,0,0,0,1,0,0
Bayside,2600.0,6.0,3.0,1.73,1.0,362.0,0,0,0,1,0,1,0,0
Carroll Gardens,110.0,3.0,7.0,2.08,1.0,0.0,0,1,0,0,0,1,0,0
Upper West Side,80.0,1.0,14.0,3.89,4.0,0.0,0,0,1,0,0,0,1,0
Bedford-Stuyvesant,100.0,14.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0
West Village,250.0,2.0,6.0,2.12,1.0,19.0,0,0,1,0,0,1,0,0
Chinatown,150.0,30.0,3.0,1.25,1.0,33.0,0,0,1,0,0,1,0,0
Flatbush,110.0,2.0,1.0,0.28,1.0,260.0,0,1,0,0,0,1,0,0
Red Hook,122.0,13.0,1.0,0.77,1.0,12.0,0,1,0,0,0,1,0,0
Murray Hill,375.0,2.0,10.0,3.75,1.0,26.0,0,0,1,0,0,1,0,0
Midtown,399.0,30.0,3.0,1.32,1.0,303.0,0,0,1,0,0,1,0,0
Bushwick,201.0,1.0,24.0,7.58,1.0,296.0,0,1,0,0,0,1,0,0
Financial District,150.0,7.0,6.0,1.65,1.0,351.0,0,0,1,0,0,0,1,0
Crown Heights,95.0,2.0,7.0,2.5,1.0,0.0,0,1,0,0,0,1,0,0
Greenpoint,69.0,3.0,4.0,1.14,1.0,0.0,0,1,0,0,0,0,1,0
Harlem,75.0,30.0,1.0,0.77,1.0,13.0,0,0,1,0,0,1,0,0
Soundview,103.0,2.0,19.0,5.7,1.0,75.0,1,0,0,0,0,1,0,0
Bedford-Stuyvesant,150.0,2.0,2.0,0.78,1.0,92.0,0,1,0,0,0,1,0,0
Bushwick,46.0,1.0,7.0,2.04,1.0,130.0,0,1,0,0,0,0,1,0
South Slope,95.0,1.0,16.0,5.11,1.0,80.0,0,1,0,0,0,0,1,0
Inwood,35.0,29.0,0.0,0.0,37.0,31.0,0,0,1,0,0,0,1,0
Chelsea,199.0,2.0,8.0,2.89,1.0,125.0,0,0,1,0,0,1,0,0
Brighton Beach,80.0,3.0,0.0,0.0,2.0,350.0,0,1,0,0,0,0,1,0
Astoria,62.0,2.0,16.0,4.53,1.0,313.0,0,0,0,1,0,0,1,0
Astoria,65.0,1.0,2.0,2.0,1.0,7.0,0,0,0,1,0,0,1,0
Crown Heights,85.0,5.0,9.0,2.65,1.0,7.0,0,1,0,0,0,1,0,0
Elmhurst,109.0,2.0,3.0,1.15,1.0,0.0,0,0,0,1,0,1,0,0
Bay Ridge,90.0,6.0,1.0,0.94,1.0,0.0,0,1,0,0,0,1,0,0
Bedford-Stuyvesant,175.0,4.0,4.0,1.64,1.0,196.0,0,1,0,0,0,1,0,0
Midtown,190.0,3.0,1.0,0.88,1.0,84.0,0,0,1,0,0,1,0,0
Williamsburg,170.0,2.0,4.0,1.22,1.0,1.0,0,1,0,0,0,1,0,0
Harlem,130.0,2.0,12.0,3.4,1.0,14.0,0,0,1,0,0,1,0,0
Brooklyn Heights,600.0,3.0,8.0,2.96,1.0,44.0,0,1,0,0,0,1,0,0
Bedford-Stuyvesant,100.0,2.0,5.0,1.61,1.0,0.0,0,1,0,0,0,1,0,0
Bushwick,150.0,3.0,1.0,0.46,1.0,6.0,0,1,0,0,0,1,0,0
Williamsburg,79.0,4.0,0.0,0.0,1.0,110.0,0,1,0,0,0,0,1,0
Tribeca,290.0,2.0,4.0,2.26,1.0,75.0,0,0,1,0,0,1,0,0
Flatlands,110.0,3.0,6.0,2.28,1.0,339.0,0,1,0,0,0,1,0,0
East Harlem,50.0,3.0,0.0,0.0,1.0,41.0,0,0,1,0,0,0,1,0
East Elmhurst,53.0,2.0,16.0,4.49,1.0,79.0,0,0,0,1,0,0,1,0
Bedford-Stuyvesant,80.0,30.0,0.0,0.0,1.0,312.0,0,1,0,0,0,1,0,0
Lower East Side,200.0,2.0,4.0,1.54,1.0,3.0,0,0,1,0,0,1,0,0
East Harlem,180.0,1.0,17.0,4.77,5.0,40.0,0,0,1,0,0,1,0,0
Rosedale,80.0,2.0,1.0,1.0,1.0,176.0,0,0,0,1,0,1,0,0
Upper West Side,260.0,30.0,7.0,2.73,25.0,274.0,0,0,1,0,0,1,0,0
Upper West Side,190.0,30.0,1.0,0.45,16.0,310.0,0,0,1,0,0,1,0,0
Bedford-Stuyvesant,45.0,3.0,0.0,0.0,2.0,135.0,0,1,0,0,0,0,1,0
Williamsburg,75.0,2.0,10.0,2.83,1.0,177.0,0,1,0,0,0,0,1,0
Long Island City,100.0,3.0,11.0,3.3,1.0,296.0,0,0,0,1,0,1,0,0
Williamsburg,75.0,4.0,6.0,1.98,1.0,55.0,0,1,0,0,0,0,1,0
Woodhaven,50.0,2.0,7.0,2.0,1.0,174.0,0,0,0,1,0,0,1,0
Lower East Side,125.0,30.0,1.0,0.68,2.0,46.0,0,0,1,0,0,1,0,0
East Elmhurst,95.0,1.0,16.0,4.4,7.0,81.0,0,0,0,1,0,1,0,0
Boerum Hill,126.0,5.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0
Prospect-Lefferts Gardens,150.0,30.0,0.0,0.0,1.0,278.0,0,1,0,0,0,1,0,0
Upper West Side,40.0,1.0,0.0,0.0,1.0,1.0,0,0,1,0,0,0,1,0
Pelham Bay,125.0,1.0,15.0,5.77,1.0,336.0,1,0,0,0,0,1,0,0
Hell's Kitchen,4100.0,30.0,0.0,0.0,3.0,180.0,0,0,1,0,0,1,0,0
East Harlem,180.0,1.0,21.0,6.0,5.0,87.0,0,0,1,0,0,1,0,0
East Harlem,165.0,1.0,23.0,6.83,5.0,102.0,0,0,1,0,0,1,0,0
Gravesend,85.0,30.0,1.0,0.31,6.0,347.0,0,1,0,0,0,1,0,0
Bedford-Stuyvesant,199.0,2.0,3.0,3.0,1.0,67.0,0,1,0,0,0,1,0,0
Williamsburg,90.0,3.0,2.0,0.71,1.0,0.0,0,1,0,0,0,0,1,0
Kips Bay,263.0,30.0,0.0,0.0,232.0,332.0,0,0,1,0,0,1,0,0
East Village,89.0,30.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
Williamsburg,65.0,3.0,4.0,1.29,1.0,3.0,0,1,0,0,0,0,1,0
Red Hook,45.0,2.0,17.0,5.05,1.0,87.0,0,1,0,0,0,0,1,0
Harlem,70.0,1.0,25.0,6.76,3.0,9.0,0,0,1,0,0,0,1,0
Upper West Side,250.0,8.0,0.0,0.0,1.0,4.0,0,0,1,0,0,1,0,0
Bedford-Stuyvesant,60.0,2.0,9.0,2.76,1.0,22.0,0,1,0,0,0,0,1,0
Williamsburg,65.0,1.0,2.0,1.15,1.0,124.0,0,1,0,0,0,0,1,0
Midtown,130.0,30.0,1.0,1.0,2.0,148.0,0,0,1,0,0,1,0,0
Williamsburg,135.0,2.0,9.0,3.86,1.0,162.0,0,1,0,0,0,1,0,0
Chelsea,140.0,30.0,0.0,0.0,1.0,167.0,0,0,1,0,0,1,0,0
Midtown,399.0,1.0,1.0,0.81,11.0,364.0,0,0,1,0,0,0,1,0
Brooklyn Heights,75.0,1.0,23.0,8.02,1.0,166.0,0,1,0,0,0,0,1,0
Bedford-Stuyvesant,89.0,3.0,7.0,3.28,1.0,0.0,0,1,0,0,0,1,0,0
Williamsburg,250.0,2.0,7.0,2.44,1.0,183.0,0,1,0,0,0,1,0,0
Sunnyside,131.0,30.0,0.0,0.0,1.0,182.0,0,0,0,1,0,1,0,0
Upper East Side,58.0,28.0,3.0,1.03,1.0,0.0,0,0,1,0,0,0,1,0
Gramercy,700.0,5.0,11.0,3.93,1.0,282.0,0,0,1,0,0,1,0,0
Wakefield,120.0,1.0,1.0,0.32,1.0,268.0,1,0,0,0,0,0,1,0
Harlem,100.0,1.0,4.0,1.6,9.0,275.0,0,0,1,0,0,0,1,0
Harlem,85.0,1.0,8.0,2.61,9.0,150.0,0,0,1,0,0,0,1,0
Gramercy,215.0,1.0,1.0,0.3,2.0,188.0,0,0,1,0,0,1,0,0
Upper East Side,199.0,2.0,0.0,0.0,2.0,364.0,0,0,1,0,0,1,0,0
Bushwick,150.0,7.0,1.0,0.39,1.0,88.0,0,1,0,0,0,1,0,0
Harlem,85.0,3.0,5.0,1.76,1.0,0.0,0,0,1,0,0,0,1,0
Williamsburg,85.0,1.0,0.0,0.0,2.0,124.0,0,1,0,0,0,0,1,0
Upper East Side,98.0,1.0,10.0,4.35,1.0,327.0,0,0,1,0,0,0,1,0
Financial District,293.0,1.0,7.0,3.18,1.0,75.0,0,0,1,0,0,0,1,0
East Village,125.0,30.0,0.0,0.0,1.0,97.0,0,0,1,0,0,1,0,0
Greenpoint,65.0,2.0,6.0,1.94,1.0,20.0,0,1,0,0,0,0,1,0
Randall Manor,85.0,1.0,6.0,2.2,1.0,316.0,0,0,0,0,1,1,0,0
East New York,120.0,1.0,2.0,0.59,1.0,89.0,0,1,0,0,0,0,1,0
Williamsburg,69.0,2.0,1.0,0.28,2.0,345.0,0,1,0,0,0,0,1,0
Mount Hope,63.0,1.0,3.0,0.94,1.0,167.0,1,0,0,0,0,0,1,0
Midtown,250.0,1.0,0.0,0.0,8.0,0.0,0,0,1,0,0,0,1,0
East Flatbush,58.0,2.0,2.0,2.0,1.0,126.0,0,1,0,0,0,0,1,0
Midtown,310.0,1.0,0.0,0.0,8.0,0.0,0,0,1,0,0,1,0,0
Bedford-Stuyvesant,41.0,1.0,6.0,1.86,2.0,79.0,0,1,0,0,0,0,1,0
Midtown,261.0,1.0,0.0,0.0,8.0,0.0,0,0,1,0,0,1,0,0
Astoria,80.0,2.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,1,0
Wakefield,39.0,1.0,10.0,2.73,1.0,15.0,1,0,0,0,0,0,1,0
Upper East Side,180.0,30.0,1.0,0.47,13.0,325.0,0,0,1,0,0,1,0,0
Kingsbridge,100.0,5.0,0.0,0.0,1.0,40.0,1,0,0,0,0,0,1,0
Theater District,175.0,29.0,0.0,0.0,327.0,335.0,0,0,1,0,0,1,0,0
Bushwick,44.0,2.0,6.0,2.37,4.0,163.0,0,1,0,0,0,0,1,0
Theater District,177.0,29.0,2.0,0.85,327.0,354.0,0,0,1,0,0,1,0,0
Ridgewood,49.0,2.0,14.0,4.08,4.0,165.0,0,0,0,1,0,0,1,0
Ridgewood,44.0,2.0,10.0,3.13,4.0,128.0,0,0,0,1,0,0,1,0
Ridgewood,44.0,2.0,9.0,3.18,4.0,154.0,0,0,0,1,0,0,1,0
Hell's Kitchen,149.0,1.0,14.0,3.78,5.0,0.0,0,0,1,0,0,0,1,0
Jamaica,300.0,1.0,11.0,3.27,1.0,319.0,0,0,0,1,0,1,0,0
Ridgewood,140.0,3.0,13.0,4.29,1.0,192.0,0,0,0,1,0,1,0,0
Bedford-Stuyvesant,35.0,2.0,1.0,0.47,1.0,4.0,0,1,0,0,0,0,1,0
Chelsea,140.0,120.0,0.0,0.0,1.0,255.0,0,0,1,0,0,1,0,0
Bedford-Stuyvesant,75.0,2.0,2.0,1.33,1.0,24.0,0,1,0,0,0,1,0,0
East Harlem,90.0,4.0,10.0,3.53,1.0,24.0,0,0,1,0,0,0,1,0
Gowanus,74.0,1.0,1.0,0.28,1.0,72.0,0,1,0,0,0,0,1,0
East Village,396.0,1.0,15.0,4.84,5.0,317.0,0,0,1,0,0,1,0,0
Williamsburg,70.0,2.0,5.0,1.63,1.0,2.0,0,1,0,0,0,0,1,0
Inwood,100.0,1.0,2.0,0.78,9.0,324.0,0,0,1,0,0,0,1,0
Inwood,100.0,1.0,4.0,1.58,9.0,315.0,0,0,1,0,0,0,1,0
Inwood,100.0,1.0,7.0,2.33,9.0,324.0,0,0,1,0,0,0,1,0
Inwood,180.0,5.0,6.0,1.94,9.0,323.0,0,0,1,0,0,0,1,0
Midtown,220.0,4.0,10.0,3.03,1.0,297.0,0,0,1,0,0,1,0,0
Bedford-Stuyvesant,195.0,2.0,5.0,2.42,2.0,20.0,0,1,0,0,0,1,0,0
Sunnyside,75.0,6.0,3.0,1.22,1.0,43.0,0,0,0,1,0,1,0,0
Midtown,310.0,1.0,2.0,0.7,8.0,0.0,0,0,1,0,0,1,0,0
Greenpoint,300.0,2.0,22.0,6.23,1.0,341.0,0,1,0,0,0,1,0,0
Chinatown,85.0,1.0,12.0,3.36,3.0,339.0,0,0,1,0,0,0,1,0
Two Bridges,85.0,1.0,15.0,4.17,3.0,356.0,0,0,1,0,0,0,1,0
Williamsburg,65.0,2.0,9.0,3.42,4.0,43.0,0,1,0,0,0,0,1,0
Midtown,310.0,1.0,0.0,0.0,8.0,0.0,0,0,1,0,0,1,0,0
Ridgewood,50.0,7.0,6.0,1.84,1.0,128.0,0,0,0,1,0,0,1,0
Emerson Hill,78.0,2.0,11.0,3.88,3.0,38.0,0,0,0,0,1,1,0,0
Midtown,275.0,1.0,0.0,0.0,8.0,0.0,0,0,1,0,0,1,0,0
Midtown,250.0,1.0,0.0,0.0,8.0,0.0,0,0,1,0,0,0,1,0
Todt Hill,50.0,2.0,6.0,2.02,3.0,52.0,0,0,0,0,1,0,1,0
Midtown,275.0,1.0,0.0,0.0,8.0,0.0,0,0,1,0,0,1,0,0
Chinatown,85.0,1.0,14.0,3.93,3.0,332.0,0,0,1,0,0,0,1,0
Bedford-Stuyvesant,41.0,2.0,5.0,2.08,2.0,74.0,0,1,0,0,0,0,1,0
Upper West Side,144.0,3.0,2.0,2.0,1.0,0.0,0,0,1,0,0,1,0,0
Ditmars Steinway,69.0,2.0,1.0,1.0,2.0,349.0,0,0,0,1,0,0,1,0
Greenwich Village,230.0,1.0,2.0,0.57,1.0,83.0,0,0,1,0,0,1,0,0
Clinton Hill,69.0,1.0,1.0,0.67,1.0,179.0,0,1,0,0,0,0,1,0
Williamsburg,40.0,1.0,9.0,2.84,2.0,22.0,0,1,0,0,0,0,1,0
East Village,151.0,3.0,10.0,3.0,1.0,7.0,0,0,1,0,0,1,0,0
Harlem,275.0,2.0,1.0,0.46,3.0,351.0,0,0,1,0,0,1,0,0
Greenwich Village,180.0,3.0,8.0,2.79,1.0,188.0,0,0,1,0,0,1,0,0
Harlem,55.0,3.0,2.0,0.67,3.0,353.0,0,0,1,0,0,0,1,0
West Village,120.0,2.0,12.0,3.91,1.0,35.0,0,0,1,0,0,0,1,0
Little Italy,350.0,3.0,0.0,0.0,1.0,90.0,0,0,1,0,0,1,0,0
Washington Heights,60.0,2.0,8.0,2.53,1.0,26.0,0,0,1,0,0,0,1,0
Flushing,75.0,1.0,9.0,2.52,6.0,204.0,0,0,0,1,0,0,1,0
Long Island City,110.0,2.0,14.0,4.57,1.0,112.0,0,0,0,1,0,0,1,0
Upper East Side,129.0,3.0,4.0,3.08,3.0,15.0,0,0,1,0,0,0,1,0
Upper East Side,129.0,3.0,1.0,1.0,3.0,0.0,0,0,1,0,0,0,1,0
Bedford-Stuyvesant,55.0,2.0,6.0,3.53,1.0,89.0,0,1,0,0,0,0,1,0
Upper East Side,217.0,1.0,6.0,1.94,1.0,242.0,0,0,1,0,0,0,1,0
Harlem,37.0,30.0,0.0,0.0,103.0,223.0,0,0,1,0,0,0,1,0
Lower East Side,299.0,1.0,1.0,0.54,3.0,217.0,0,0,1,0,0,1,0,0
Canarsie,120.0,2.0,11.0,4.12,1.0,52.0,0,1,0,0,0,1,0,0
East Village,65.0,30.0,0.0,0.0,1.0,38.0,0,0,1,0,0,0,1,0
Sunset Park,135.0,2.0,9.0,5.19,1.0,266.0,0,1,0,0,0,1,0,0
Williamsburg,75.0,14.0,1.0,0.67,1.0,0.0,0,1,0,0,0,0,1,0
Park Slope,700.0,3.0,0.0,0.0,1.0,239.0,0,1,0,0,0,1,0,0
Upper West Side,159.0,1.0,7.0,2.56,1.0,302.0,0,0,1,0,0,0,1,0
Red Hook,100.0,1.0,2.0,1.67,1.0,13.0,0,1,0,0,0,1,0,0
Upper East Side,100.0,5.0,8.0,3.24,1.0,270.0,0,0,1,0,0,1,0,0
Financial District,300.0,2.0,0.0,0.0,1.0,365.0,0,0,1,0,0,1,0,0
Jamaica,85.0,2.0,12.0,3.56,3.0,330.0,0,0,0,1,0,0,1,0
